time,normval,normbuy,normsell,normavg,normper,y1,y2,y3,y4,y5
150302,1.442887358,1.445733259,1.51386123,1.480091848,-0.100215716,2.9359869401678975,-0.02357822066640415,0.049783964997966494,-0.029451545926609847,-7.165614822462317e-05
150309,2.003883933,1.992764683,2.052004664,2.022999634,0.747598689,4.015873588370804,0.9383119156441181,0.043441968567615,-0.01124455794798921,8.558605084169769e-05
150316,2.107157853,2.157704743,2.210490861,2.184548767,2.411675601,4.284164907203648,2.80124938917347,0.041413507004219356,-0.05668063655765957,-6.486376537866833e-05
150325,1.458092122,1.481134063,1.54421804,1.51307315,-1.036681492,3.007146258140964,-1.0687973830701576,0.04639677963187066,-0.04780031411637834,5.1471301045285055e-06
150401,1.529969191,1.414287851,1.499865559,1.457577666,-3.671642751,2.9999837101512585,-4.013029234215041,0.057244913761022635,0.05468212507342248,6.845356351476585e-05
150409,0.898872727,0.858950093,0.942207034,0.900845382,-1.142718111,1.8128311142741265,-1.2036979352337096,0.05878956381798766,-0.0018623666172522888,8.058964752373673e-06
150417,0.719772448,0.686692548,0.754941004,0.721126908,0.138865669,1.4346860154571013,0.22295008348153034,0.04865473106382855,0.0023222144106019504,8.92331183332611e-05
150427,-0.133274086,-0.208809364,-0.093669794,-0.151198916,-3.627733839,-0.23989192328897216,-4.008072638970103,0.07937566205798446,0.008311281489637425,1.072964280495626e-05
150505,-0.22785957,-0.245199018,-0.16897045,-0.207089386,0.968966786,-0.4408519014745936,1.124797712608808,0.05497888150795758,-0.011802970698004421,2.0673793759633417e-05
150512,-0.553083561,-0.637969954,-0.543305388,-0.590620459,-2.411354936,-1.1260823516764642,-2.66125050333277,0.06470182690208959,0.028542797275536845,8.860497897773146e-05
150519,-0.65537016,-0.705805015,-0.600865052,-0.653423179,2.020983129,-1.338668615073783,2.2878185048408315,0.07496898474095798,0.008436875276542653,3.449595960636921e-05
150526,-0.477652132,-0.521681278,-0.422272396,-0.472124762,1.820315608,-0.975312289356664,2.0685994694447376,0.07114483519676029,0.004535108285242665,-4.902685128995564e-05
150602,-0.534521901,-0.57409029,-0.488308312,-0.531372611,-0.705343222,-1.0539038379041379,-0.7541808925029125,0.06040697962830321,-0.0016347463517354742,-6.410642970263568e-05
150609,-0.546172305,-0.567959425,-0.487716945,-0.528015233,0.251645595,-1.069278310429765,0.31481032778460305,0.05735359433655717,-0.011762675058930062,-6.0423083789028044e-05
150616,-0.254122345,-0.29839911,-0.20307258,-0.250735301,0.877220085,-0.517933374447283,1.0211967551480445,0.06786933351623078,0.0034175576153572173,2.510258778056652e-05
150624,0.018971024,-0.100035943,-0.0037821,-0.051860023,1.69030087,-0.09620588165141652,1.9351612927276898,0.06662001261667456,0.07012619097838767,1.9588514388442678e-05
150701,-0.448229925,-0.440595637,-0.352096915,-0.396287516,-1.77499149,-0.7924401699356357,-1.9455245500529332,0.06342329525490475,-0.04693604091222484,9.844185132252426e-05
150708,-0.448822318,-0.413303396,-0.344606274,-0.37910564,0.112758813,-0.7955763638116277,0.1635069987518152,0.05078024742847092,-0.0570318758589534,-5.9727471312102755e-05
150715,-0.149071244,-0.212566992,-0.123040992,-0.167788313,0.512041384,-0.3357150674782965,0.61564919357869,0.06296726354831338,0.021239009093861415,1.8784466189143877e-05
150723,-0.18066556,-0.234321676,-0.154580534,-0.194449845,0.169789213,-0.3861849432871788,0.2326058025676775,0.056067939527069906,0.015656983343938287,1.4663579686540093e-05
150731,-0.195277932,-0.22878412,-0.169758939,-0.199189673,0.996447893,-0.4132633988404908,1.1558228900966847,0.0420899032339121,0.009227880845895896,9.251461045031041e-05
150807,-0.337452354,-0.355356828,-0.29532574,-0.325387591,0.226498347,-0.6613698222950701,0.2922747505507544,0.042945875087947664,-0.007019399284081248,1.1511696447815031e-05
150814,-0.157364752,-0.250143264,-0.179615046,-0.214989099,0.720857961,-0.41360569552858883,0.8477923799841689,0.048436913529919155,0.054962821624414036,-7.163831142039511e-05
150825,-0.147491529,-0.182308204,-0.100766191,-0.141521767,-0.184762563,-0.2849651650649878,-0.1620767913505689,0.05781702304892664,-0.0024670268379526983,1.586489622110877e-05
150902,-0.402418167,-0.402228284,-0.351308427,-0.376933219,0.559701218,-0.7759601269887239,0.6630056822065972,0.037055431073571,-0.01787252357500419,-6.905243309334573e-05
150914,-0.391360156,-0.40835915,-0.339678221,-0.374168319,-0.860728069,-0.7446570680127903,-0.9235191658206958,0.04875167714945549,-0.014677551705810594,-6.96715408846844e-05
150923,-0.315138868,-0.36722302,-0.302816381,-0.335064739,0.236773905,-0.6648818571948611,0.3036286328776629,0.045048186377835496,0.020767677287207513,9.48712924154372e-06
150930,-0.353644441,-0.391153172,-0.317600541,-0.354419036,0.150320274,-0.7117734293728236,0.20644417479377847,0.052051940445270194,0.004181731391666297,1.4534186291610859e-05
151013,-0.421572221,-0.465316869,-0.387381778,-0.426306426,-0.123576445,-0.8492536387551711,-0.10144516111266151,0.05488888985746248,0.0069125683663427894,9.525369261621109e-05
151020,-0.474097771,-0.485093854,-0.413007655,-0.449018101,-0.444890094,-0.9045795941330804,-0.46110357928624435,0.05154393403458512,-0.020003384016853677,9.537628484105488e-05
151027,-0.740872278,-0.761971654,-0.685430448,-0.723928119,-1.106205863,-1.4391293998028243,-1.207252749834914,0.054096750421441624,-0.015058054110326825,-6.663618256174518e-05
151103,-0.58388802,-0.616808579,-0.52694425,-0.572056133,-1.127067072,-1.133040461564004,-1.2263981583678056,0.06337198193707971,-0.010350815113832547,-6.328134875038093e-05
151110,-0.473307913,-0.511595015,-0.431537136,-0.471532284,0.160034106,-0.9471269695383108,0.21408815755151944,0.056691550764009106,0.0022214464179870974,9.80574011964568e-05
151117,-0.485155782,-0.522472357,-0.443955831,-0.483381853,-0.040910472,-0.9675232136923639,-0.010687903897860715,0.05552257964616369,0.0014424361985451919,-6.424050742067488e-05
151124,-0.530177682,-0.557279852,-0.484562991,-0.520905491,-0.225858161,-1.0435593794797444,-0.21833263300601224,0.051571812495992735,-0.00565140827762304,9.498065008046331e-05
151201,-0.558810031,-0.576463528,-0.509006136,-0.542827195,-0.674154983,-1.0837411542568507,-0.7197074549947465,0.04788041352233784,-0.013040752941019342,1.1677992428828396e-05
151208,-0.661689023,-0.663086726,-0.605201739,-0.634266374,-0.262311883,-1.2782917889682943,-0.26221451649413474,0.04162299158988208,-0.021895977174188376,1.1701880353327984e-05
151215,-0.616469658,-0.648253986,-0.571296731,-0.609974756,0.162108508,-1.2257301819603168,0.2126157912828735,0.05461729440154372,-0.0020555122039490415,-6.292607797808002e-05
151223,-0.641942575,-0.675348457,-0.608355693,-0.641968595,0.226655628,-1.287429519215056,0.2838742315883541,0.047400914744691706,0.0035793750971167193,1.3775159181391058e-05
151231,-0.610150795,-0.676139536,-0.603427639,-0.639993666,0.433477701,-1.2716610165011493,0.5150811126296339,0.050603878465310385,0.030079078815534975,-6.727575847886146e-05
160111,-0.755484649,-0.787879505,-0.717167112,-0.752762072,-0.639785091,-1.4967070256113566,-0.6869780589368294,0.04972833215855615,-0.0014671953106357514,-6.823952861084014e-05
160118,-0.736528059,-0.771069068,-0.696272166,-0.73380276,0.711719685,-1.4795606071731102,0.8231772396001111,0.05316649579025206,0.0029052437894697336,1.9122501077002872e-05
160126,-0.639770466,-0.658142479,-0.593571533,-0.625971676,-0.416160659,-1.2525890041540215,-0.4337809154667535,0.04585973245441321,-0.010430753353083001,1.1810084680326413e-05
160202,-0.634438925,-0.64330974,-0.576224784,-0.609974756,0.793966615,-1.2443262639375396,0.9183303418381813,0.04846404686954053,-0.01586697960002268,-6.172204914994105e-05
160215,-0.686767011,-0.717473436,-0.651919685,-0.684824538,0.186082645,-1.3733590058819358,0.23737781374397676,0.04641822696452757,0.00171128374292858,1.3500429802145061e-05
160222,-0.671364782,-0.700069689,-0.637924013,-0.669222605,0.325956553,-1.3443392333192066,0.39404502811672676,0.044083011507382246,0.0018318079184818294,-6.763818269882992e-05
160229,-0.650828477,-0.672975219,-0.6182118,-0.645720958,-0.180705041,-1.2912645850212519,-0.17127162089426728,0.03876238038311063,-0.002439604832500033,8.478283520803495e-06
160307,-0.658332127,-0.695125443,-0.63299596,-0.664285284,0.254886193,-1.3293567212591488,0.3148291584005523,0.04379411723375714,0.008605721897057904,-6.88682130646141e-05
160314,-0.705921066,-0.737250422,-0.672420387,-0.704968807,-0.170706819,-1.407644766526612,-0.16170318165207043,0.04572567189087439,0.0014347924993166263,1.1756585913465408e-05
160321,-0.706710923,-0.73962366,-0.679713906,-0.709906128,0.193066553,-1.420876218332628,0.24452149038160081,0.042275466155633316,0.005968991265698573,-6.940104798452261e-05
160328,-0.651025941,-0.691961125,-0.620577265,-0.656385571,0.477170107,-1.317374621085566,0.5633300587926083,0.050433476827345274,0.009080123856048027,1.5770237985386802e-05
160405,-0.638980608,-0.680292703,-0.610721158,-0.645720958,0.314503763,-1.2928124607349378,0.381929301271474,0.04905040555634698,0.009663970637476559,-6.621358141028332e-05
160412,-0.557822709,-0.605535697,-0.539362945,-0.572451119,0.317906112,-1.1428303117463186,0.3877594065359269,0.046425709801305774,0.016524013876413578,9.24402115836458e-05
160419,-0.442305991,-0.4775786,-0.401377449,-0.439538445,0.412204783,-0.8874862131838921,0.4966351067102642,0.05411450822491886,0.0019973027760450046,1.725032393513227e-05
160426,-0.042242963,-0.109331126,-0.033547542,-0.071411813,-0.035013073,-0.12972132601416184,0.007262209050227786,0.052749865343567424,0.028222428024852635,1.0242970944159166e-05
160504,-0.263403176,-0.277435505,-0.218250984,-0.247970402,-1.020370041,-0.4893705346465581,-1.0983904794731616,0.04196491225934245,-0.013887062964694864,-7.429361160558156e-05
160512,-0.249185734,-0.272491258,-0.225150259,-0.248957866,-0.12216895,-0.49743732431658055,-0.09504851850880995,0.0335061738396439,0.0017474614374819654,-7.642834791219532e-05
160519,-0.076009388,-0.119219619,-0.05641371,-0.087803718,0.298530759,-0.17619835785687663,0.37931433366263617,0.04426065049511595,0.013914296039493262,9.149720583905182e-06
160526,-0.096150765,-0.138996605,-0.083419443,-0.111305364,0.709372975,-0.22760434982889008,0.8376066874956872,0.039220150026910594,0.017854181102438714,-7.245136282184993e-05
160602,-0.072257563,-0.129305882,-0.054639611,-0.091951067,0.211938355,-0.17922429371505372,0.2825077476699047,0.0523493127097231,0.02077369749342802,1.201798751359496e-05
160612,-0.123005934,-0.134052358,-0.083419443,-0.108737958,-0.280667495,-0.2221664361184918,-0.26833608516471846,0.0362325538333937,-0.01072527905910891,5.601166887102447e-06
160617,-0.252740094,-0.26992025,-0.196764671,-0.233355932,-0.312666372,-0.4730620279921763,-0.3075053075074893,0.05223640591890898,-0.014680186499518182,1.4314706554170894e-05
160624,-0.32975124,-0.40835915,-0.347168862,-0.377920683,-0.808742874,-0.7203087264400336,-0.8652625037121703,0.041470330636726664,0.04177247250042595,-7.942315000721688e-05
160701,-0.425916439,-0.465316869,-0.401377449,-0.433416168,-2.734316191,-0.8221565143882085,-3.0178374163894217,0.043859983515917626,0.0007506530516592704,-1.0415681451421047e-06
160708,-0.445465422,-0.470261115,-0.41616161,-0.443290809,-0.167332337,-0.885830511475392,-0.15080457386944301,0.03826284690123987,0.00013731849980019102,7.1891446879262055e-06
160715,-0.392150014,-0.431498223,-0.379102648,-0.405372186,-0.045888771,-0.8042863522498281,-0.01404928279497207,0.03664539570411356,0.01378019285472034,5.209470516250212e-06
160722,-0.42552151,-0.460372622,-0.401377449,-0.430848761,0.227833767,-0.8633706222099223,0.2909680995622865,0.04164887295534191,0.008034651123891172,9.009536686072784e-05
160729,-0.399456199,-0.43565139,-0.386593289,-0.411099478,-0.077373413,-0.8161257772730154,-0.04938129099029945,0.03432268958159539,0.012288623222912569,8.462268070717084e-05
160805,-0.433815018,-0.460372622,-0.390732854,-0.425713947,-0.184138189,-0.85335138713511,-0.16912779038172088,0.04941093143505431,-0.004693578173356313,-6.74016027601627e-05
160812,-0.421177292,-0.442968875,-0.388958755,-0.416036799,-0.074841347,-0.8343055441953379,-0.04676176240910544,0.038336363129541855,-0.002137226508323744,7.766300023783098e-06
160819,-0.398271413,-0.433871462,-0.376737182,-0.405372186,0.393921386,-0.8140508482397497,0.4771935161104446,0.04035786322068707,0.00998247031204682,9.338211524857928e-06
160826,-0.234968291,-0.286532918,-0.236189099,-0.261399914,-0.052828469,-0.5101290697880573,-0.017818564250852528,0.03482570913723076,0.025133316926438352,2.4222084164320456e-06
160902,-0.296774672,-0.328657898,-0.275613526,-0.30228093,-0.409695037,-0.5966606706897473,-0.41764717960181996,0.037221840968610385,0.005947810997010409,-7.607543478257272e-05
160909,-0.289468487,-0.308880912,-0.239540175,-0.274236948,-0.309417394,-0.5526591604127907,-0.3049706033032621,0.04940694367878778,-0.011182992044641994,1.269790873720967e-05
160919,-0.238917581,-0.293059323,-0.238751687,-0.265942249,0.107869841,-0.5213551759651297,0.1615602072581409,0.037668884821417774,0.026247672197605022,4.399887187485527e-06
160926,-0.230426608,-0.271700179,-0.201692725,-0.236713311,0.02735663,-0.4721325332542346,0.07232596473430467,0.04936143375457868,0.008481277833583066,1.1727673525023693e-05
161010,-0.213247199,-0.244605708,-0.189471152,-0.216964028,0.265171459,-0.4376972521813577,0.3384974115209704,0.039046695950250114,0.006679401592436385,8.82689741209879e-05
161017,-0.170002479,-0.216324619,-0.157340244,-0.186945118,0.238106531,-0.3705522095742422,0.30914379914375123,0.04135620880315093,0.018011269436632553,-7.311180315693732e-05
161024,0.002186544,-0.064239599,0.002722931,-0.03072829,1.20052733,-0.06545293789765609,1.3884988308665092,0.046926406608370996,0.03508735102818775,1.1667504522857621e-05
161031,0.202415522,0.203936327,0.280468021,0.242206799,0.945674361,0.4471742874050102,1.1109411819474748,0.055891685021639013,-0.028321596888876886,-5.939714240755355e-05
161107,0.135080136,0.129772631,0.199056579,0.164592117,-0.180322944,0.3143146305786706,-0.14887698892624535,0.04997506150376899,-0.023026612320544697,9.361952240707922e-05
161114,0.437003319,0.447588791,0.503018914,0.475445829,1.013563068,0.9124159983957104,1.1931410646404494,0.041048380090682506,-0.02740749963640169,1.3027930445754129e-05
161121,0.668629149,0.640414401,0.695212997,0.668001337,-0.359581987,1.3373123425183022,-0.33525280605403807,0.03888709794065858,0.002075823673548103,2.032516200185972e-06
161128,0.727078634,0.680166142,0.757897836,0.71915198,-0.326238052,1.4426570155713796,-0.29658752573782593,0.054873199772054564,0.009021792660527238,-7.142253448826751e-05
161205,1.184603824,1.157582577,1.219163636,1.188789926,-0.437492662,2.375803631685818,-0.40811260252865467,0.04392623422885782,-0.002050240541695927,8.308436557536592e-05
161212,1.215013353,1.218297923,1.31082543,1.264824665,1.835886191,2.470354374189605,2.1331327217773373,0.06812431377847722,-0.03370612074485616,-5.3047750513561355e-05
161219,1.682806695,1.67811284,1.774456695,1.726760391,1.078366712,3.4070301617494354,1.299588810157466,0.07044760510415732,-0.030809657254683355,2.3220550603726862e-05
161226,1.428472451,1.366625316,1.444277116,1.405834544,0.561566448,2.8074017891456755,0.7138734969887485,0.0549072047493288,0.02461617672044577,8.357674211208374e-06
170103,1.456709871,1.449886426,1.502033902,1.476339484,0.738033129,2.9244012740163177,0.9127316232484615,0.03830571861051928,-0.012005212893059482,4.771473993643758e-06
170110,1.036308002,1.045842608,1.094385324,1.070294229,-2.206326506,2.151512698814344,-2.3872672589522046,0.03489415704111614,-0.033771490956349716,-8.581889030439393e-05
170117,1.192304938,1.107744573,1.158450018,1.133294441,0.834953122,2.2773532427660403,1.0119927454116604,0.03481279064690839,0.056127471868584876,-8.339020913921534e-05
170123,0.959691786,0.943002282,1.008045828,0.975892657,-0.351710058,1.9434235392574408,-0.31814866408958176,0.04671839915795211,-0.012095269946006106,8.681311712156071e-05
170206,1.48139293,1.500119969,1.537910131,1.519392921,-0.465108631,3.01954532928712,-0.4300902002338638,0.028260832600087875,-0.03199267450266078,-3.200186668043772e-06
170213,1.418796692,1.386797841,1.465369185,1.426571291,-0.096424147,2.843555879012785,-0.020678161928528033,0.0562284212789707,-0.0036321757383498765,8.983738734608827e-05
170220,1.358767491,1.351792576,1.412146208,1.382332898,-0.332735241,2.751061289037379,-0.2859070777071232,0.043754360969439014,-0.018541136441994212,4.0369449369541765e-06
170227,1.435383708,1.41606778,1.47877349,1.447703024,-0.480548263,2.889544011297429,-0.44918363794804494,0.045026096761224314,-0.009274627608139276,-7.777399731394973e-05
170306,1.556429431,1.537102932,1.584628078,1.561261401,0.074363317,3.1114653694622647,0.17378829531311657,0.034338775806863335,-0.0013972753288545102,-1.5409639069692197e-06
170313,1.697813996,1.631043614,1.683189146,1.657637901,-0.750578754,3.3388338293997255,-0.7448565713593187,0.03589681445504549,0.03510822779821917,7.171548904855874e-05
170320,1.89211904,1.870938451,1.917370244,1.894629295,0.686274707,3.7689005544932974,0.8663934507280983,0.033834850654899044,0.0025172560694543744,-9.673991083132186e-07
170328,1.76593924,1.766318197,1.826102695,1.796672852,-0.859127814,3.582782741538931,-0.862631946210263,0.04346889203684661,-0.026353735379563904,8.958027310561697e-07
170405,1.823401402,1.785501873,1.862176046,1.824321848,-0.785285416,3.651731112807141,-0.7792700830746434,0.05450447627439197,7.361870702601099e-05,3.5574312380952743e-06
170412,1.812935785,1.849579306,1.826102695,1.838146346,-0.134205815,3.657453195806139,-0.05170395124768877,-0.015142090384110024,-0.021507692818459025,-0.00010619347662981625
170419,1.949778666,1.986040508,1.94930403,1.968096627,-0.164273045,3.92072300776927,-0.08171456104770024,-0.024690769060644664,-0.015916578954143147,-3.168600477370508e-05
170427,1.960046819,1.987029357,1.959160137,1.973626427,0.356053814,3.9260912573237143,0.49966175242168875,-0.01836771917185704,-0.009916122014691976,5.344508913202751e-05
170505,2.269868581,2.229297432,2.210490861,2.220492462,0.44168647,4.449100107941839,0.6023162972159446,-0.013814078277774094,0.045006116325438016,4.885501194957388e-05
170515,2.20628502,2.178866118,2.146426167,2.163022049,-0.692622828,4.348803382240769,-0.6663016510075178,-0.02372078883466073,0.03572081510047572,-0.00012057227448963158
170522,2.135790202,2.130412503,2.113112526,2.122338526,0.154789925,4.239565228153115,0.27901669518220906,-0.01178642497453059,0.013098854747906251,5.2643045041441026e-05
170601,1.872372592,1.833757718,1.818217809,1.826494269,-2.80840324,3.710242920040963,-3.0388131126660416,-0.012835914589878266,0.03190438987942775,3.860931332195384e-05
170608,1.899227761,1.942531139,1.909879603,1.926623133,-0.200106793,3.8339287729071834,-0.12291279794178271,-0.02155408452658831,-0.02377128867496795,-2.9234188504582805e-05
170615,1.800890452,1.843646211,1.811318535,1.827876719,-0.23019274,3.637433687987985,-0.159208299211606,-0.021376800038925232,-0.023511945988828366,-2.891003461762808e-05
170622,1.744613076,1.754649775,1.73246968,1.743942267,0.066315739,3.479127664985177,0.1698253344091816,-0.014970657408954152,0.001563649129779763,-2.6992409541563668e-05
170629,1.578150523,1.576656904,1.555059757,1.566198721,0.571713709,3.122169318560938,0.7295647441071755,-0.014747859937990498,0.01288600909791645,-2.5312687402072144e-05
170706,1.531746372,1.556879918,1.53041949,1.544079524,-0.413268006,3.080805236989898,-0.37137744869919415,-0.017841305293071326,-0.011238253517344345,5.23038578652062e-05
170713,1.512592318,1.52721444,1.495923116,1.511888193,-0.553835988,3.0252850116208543,-0.5292095589267986,-0.02171626218230622,-0.0005939310709044763,-3.1785153298539805e-05
170720,1.495215444,1.497548961,1.471282849,1.484831676,-0.262928644,2.971558343853786,-0.2049615600281759,-0.018359183014877774,0.00886020756943081,5.064695778284768e-05
170727,1.490871225,1.502493207,1.46674904,1.484831676,-0.210018832,2.968787145908813,-0.14587382766362766,-0.02488733782932024,0.004914643243612979,-0.00011291062973699927
170803,1.546753672,1.566768411,1.535347543,1.551386759,-0.236670234,3.096648454937856,-0.17388003129366286,-0.02150275030967392,-0.004217403570707692,-3.008141974063915e-05
170810,1.572818983,1.585161008,1.555059757,1.570543563,-0.241826765,3.1383247822561895,-0.17908933035948538,-0.020783739810862407,0.0018286972531889802,4.999270426193237e-05
170817,1.650225057,1.661302403,1.625235238,1.64361591,0.445461347,3.2760094133998825,0.5906309011648933,-0.024824357206452437,0.007512107860460713,-3.052512123940375e-05
170824,1.692482455,1.700263064,1.673333039,1.687261825,0.297507247,3.3646104880895953,0.42654366448763176,-0.018385158787284146,0.006145938188486042,5.251104538157182e-05
170831,1.785290758,1.794203746,1.766966054,1.781070919,-0.287373716,3.5603280666047663,-0.22422090817512003,-0.018785694203230792,0.003458893890067558,4.976348964986378e-05
170907,1.743625754,1.703031842,1.673530161,1.688644275,-0.873428279,3.4101630757609613,-0.8811409016018793,-0.022211350106099932,0.045373889634739394,-3.929270336882461e-05
170914,1.716375656,1.710151557,1.678261092,1.69456906,-0.030888575,3.392588529586341,0.05999845931543648,-0.02252731172859563,0.019271614309910944,-3.294428710470098e-05
