time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41
1507,1.610043341,-0.351739643,-0.170181516,-0.840187561,1.523794828,-0.271282758,-0.392215714,2.409814144,0.821840392,0.861295724,0.398251294,3.801477531,-0.337463922,-0.539116385,1.524587546,-1.036639331,3.286980329,1.634540453,0.424080139,-0.146331039,-0.974379215,-0.4862733,-0.730062765,1.155977604,0.080433414,-0.253741353,-0.33063081,-0.049366211,-1.165537403,-2.848999969,5.757252789,-1.97249844,0.739760566,-0.207167802,-0.010544533,1.141179594,-0.182728877,0.741579047,-0.962030916,1.079107785,-0.06356009,-0.31775212
1508,2.409814144,0.821840392,0.861295724,0.398251294,3.801477531,-0.337463922,-0.539116385,1.524587546,-1.036639331,3.286980329,1.634540453,0.424080139,-0.146331039,-0.974379215,-0.4862733,-0.730062765,1.155977604,0.080433414,-0.253741353,-0.33063081,-0.049366211,-1.165537403,-2.848999969,5.757252789,-1.97249844,0.739760566,-0.207167802,-0.010544533,1.141179594,-0.182728877,0.741579047,-0.962030916,1.079107785,-0.06356009,-0.31775212,2.330074284,-0.002379098,2.831261792,-1.893793072,-0.001753438,0.318312352,1.474781328
1509,1.524587546,-1.036639331,3.286980329,1.634540453,0.424080139,-0.146331039,-0.974379215,-0.4862733,-0.730062765,1.155977604,0.080433414,-0.253741353,-0.33063081,-0.049366211,-1.165537403,-2.848999969,5.757252789,-1.97249844,0.739760566,-0.207167802,-0.010544533,1.141179594,-0.182728877,0.741579047,-0.962030916,1.079107785,-0.06356009,-0.31775212,2.330074284,-0.002379098,2.831261792,-1.893793072,-0.001753438,0.318312352,1.474781328,0.138968545,-0.817195622,-0.239429064,-0.825301893,0.605960093,-0.147716985,-0.021733701
1510,-0.4862733,-0.730062765,1.155977604,0.080433414,-0.253741353,-0.33063081,-0.049366211,-1.165537403,-2.848999969,5.757252789,-1.97249844,0.739760566,-0.207167802,-0.010544533,1.141179594,-0.182728877,0.741579047,-0.962030916,1.079107785,-0.06356009,-0.31775212,2.330074284,-0.002379098,2.831261792,-1.893793072,-0.001753438,0.318312352,1.474781328,0.138968545,-0.817195622,-0.239429064,-0.825301893,0.605960093,-0.147716985,-0.021733701,0.137001445,-0.96373687,-0.503251225,-0.638479451,0.320995716,-0.243905174,-0.063856016
1511,-1.165537403,-2.848999969,5.757252789,-1.97249844,0.739760566,-0.207167802,-0.010544533,1.141179594,-0.182728877,0.741579047,-0.962030916,1.079107785,-0.06356009,-0.31775212,2.330074284,-0.002379098,2.831261792,-1.893793072,-0.001753438,0.318312352,1.474781328,0.138968545,-0.817195622,-0.239429064,-0.825301893,0.605960093,-0.147716985,-0.021733701,0.137001445,-0.96373687,-0.503251225,-0.638479451,0.320995716,-0.243905174,-0.063856016,0.140863751,-0.522794894,-0.114233339,-0.168277312,0.119917484,-0.201112106,-0.070497652
1512,1.141179594,-0.182728877,0.741579047,-0.962030916,1.079107785,-0.06356009,-0.31775212,2.330074284,-0.002379098,2.831261792,-1.893793072,-0.001753438,0.318312352,1.474781328,0.138968545,-0.817195622,-0.239429064,-0.825301893,0.605960093,-0.147716985,-0.021733701,0.137001445,-0.96373687,-0.503251225,-0.638479451,0.320995716,-0.243905174,-0.063856016,0.140863751,-0.522794894,-0.114233339,-0.168277312,0.119917484,-0.201112106,-0.070497652,-0.442273543,-1.432599461,0.337613562,-0.80420523,-0.797808388,-0.156529557,-0.133959835
1601,2.330074284,-0.002379098,2.831261792,-1.893793072,-0.001753438,0.318312352,1.474781328,0.138968545,-0.817195622,-0.239429064,-0.825301893,0.605960093,-0.147716985,-0.021733701,0.137001445,-0.96373687,-0.503251225,-0.638479451,0.320995716,-0.243905174,-0.063856016,0.140863751,-0.522794894,-0.114233339,-0.168277312,0.119917484,-0.201112106,-0.070497652,-0.442273543,-1.432599461,0.337613562,-0.80420523,-0.797808388,-0.156529557,-0.133959835,1.923345441,-2.393187244,-0.541147365,-4.764958328,0.391517729,-0.101502425,0.129871745
1602,0.138968545,-0.817195622,-0.239429064,-0.825301893,0.605960093,-0.147716985,-0.021733701,0.137001445,-0.96373687,-0.503251225,-0.638479451,0.320995716,-0.243905174,-0.063856016,0.140863751,-0.522794894,-0.114233339,-0.168277312,0.119917484,-0.201112106,-0.070497652,-0.442273543,-1.432599461,0.337613562,-0.80420523,-0.797808388,-0.156529557,-0.133959835,1.923345441,-2.393187244,-0.541147365,-4.764958328,0.391517729,-0.101502425,0.129871745,0.25856237,-0.486535068,-0.062472361,-0.430394197,0.176333683,-0.173476579,0.076017564
1603,0.137001445,-0.96373687,-0.503251225,-0.638479451,0.320995716,-0.243905174,-0.063856016,0.140863751,-0.522794894,-0.114233339,-0.168277312,0.119917484,-0.201112106,-0.070497652,-0.442273543,-1.432599461,0.337613562,-0.80420523,-0.797808388,-0.156529557,-0.133959835,1.923345441,-2.393187244,-0.541147365,-4.764958328,0.391517729,-0.101502425,0.129871745,0.25856237,-0.486535068,-0.062472361,-0.430394197,0.176333683,-0.173476579,0.076017564,0.404102804,-0.239876183,-0.625259264,-1.073734713,1.249198611,-0.069263354,0.106203686
1604,0.140863751,-0.522794894,-0.114233339,-0.168277312,0.119917484,-0.201112106,-0.070497652,-0.442273543,-1.432599461,0.337613562,-0.80420523,-0.797808388,-0.156529557,-0.133959835,1.923345441,-2.393187244,-0.541147365,-4.764958328,0.391517729,-0.101502425,0.129871745,0.25856237,-0.486535068,-0.062472361,-0.430394197,0.176333683,-0.173476579,0.076017564,0.404102804,-0.239876183,-0.625259264,-1.073734713,1.249198611,-0.069263354,0.106203686,0.054372513,-0.377845214,-0.403810745,-0.318028096,0.166201454,-0.136945723,0.023683933
1605,-0.442273543,-1.432599461,0.337613562,-0.80420523,-0.797808388,-0.156529557,-0.133959835,1.923345441,-2.393187244,-0.541147365,-4.764958328,0.391517729,-0.101502425,0.129871745,0.25856237,-0.486535068,-0.062472361,-0.430394197,0.176333683,-0.173476579,0.076017564,0.404102804,-0.239876183,-0.625259264,-1.073734713,1.249198611,-0.069263354,0.106203686,0.054372513,-0.377845214,-0.403810745,-0.318028096,0.166201454,-0.136945723,0.023683933,0.290583717,-0.518202856,-0.443116726,-0.346101702,-0.034084786,-0.203288755,-0.015618712
1606,1.923345441,-2.393187244,-0.541147365,-4.764958328,0.391517729,-0.101502425,0.129871745,0.25856237,-0.486535068,-0.062472361,-0.430394197,0.176333683,-0.173476579,0.076017564,0.404102804,-0.239876183,-0.625259264,-1.073734713,1.249198611,-0.069263354,0.106203686,0.054372513,-0.377845214,-0.403810745,-0.318028096,0.166201454,-0.136945723,0.023683933,0.290583717,-0.518202856,-0.443116726,-0.346101702,-0.034084786,-0.203288755,-0.015618712,0.126620493,-0.45620573,-0.519471341,-0.40069179,-0.102499036,-0.017687092,-0.073838679
1607,0.25856237,-0.486535068,-0.062472361,-0.430394197,0.176333683,-0.173476579,0.076017564,0.404102804,-0.239876183,-0.625259264,-1.073734713,1.249198611,-0.069263354,0.106203686,0.054372513,-0.377845214,-0.403810745,-0.318028096,0.166201454,-0.136945723,0.023683933,0.290583717,-0.518202856,-0.443116726,-0.346101702,-0.034084786,-0.203288755,-0.015618712,0.126620493,-0.45620573,-0.519471341,-0.40069179,-0.102499036,-0.017687092,-0.073838679,0.049073372,-0.895133272,-1.049088921,-0.740835761,-0.15659426,0.075892052,-0.116056943
1608,0.404102804,-0.239876183,-0.625259264,-1.073734713,1.249198611,-0.069263354,0.106203686,0.054372513,-0.377845214,-0.403810745,-0.318028096,0.166201454,-0.136945723,0.023683933,0.290583717,-0.518202856,-0.443116726,-0.346101702,-0.034084786,-0.203288755,-0.015618712,0.126620493,-0.45620573,-0.519471341,-0.40069179,-0.102499036,-0.017687092,-0.073838679,0.049073372,-0.895133272,-1.049088921,-0.740835761,-0.15659426,0.075892052,-0.116056943,-0.221027457,-0.583726298,-0.330625808,-0.418229304,-0.248968846,0.082745171,-0.082693318
1609,0.054372513,-0.377845214,-0.403810745,-0.318028096,0.166201454,-0.136945723,0.023683933,0.290583717,-0.518202856,-0.443116726,-0.346101702,-0.034084786,-0.203288755,-0.015618712,0.126620493,-0.45620573,-0.519471341,-0.40069179,-0.102499036,-0.017687092,-0.073838679,0.049073372,-0.895133272,-1.049088921,-0.740835761,-0.15659426,0.075892052,-0.116056943,-0.221027457,-0.583726298,-0.330625808,-0.418229304,-0.248968846,0.082745171,-0.082693318,0.906094819,-0.012168365,-0.198833392,-0.292160141,-0.199462056,0.041326471,-0.040178944
1610,0.290583717,-0.518202856,-0.443116726,-0.346101702,-0.034084786,-0.203288755,-0.015618712,0.126620493,-0.45620573,-0.519471341,-0.40069179,-0.102499036,-0.017687092,-0.073838679,0.049073372,-0.895133272,-1.049088921,-0.740835761,-0.15659426,0.075892052,-0.116056943,-0.221027457,-0.583726298,-0.330625808,-0.418229304,-0.248968846,0.082745171,-0.082693318,0.906094819,-0.012168365,-0.198833392,-0.292160141,-0.199462056,0.041326471,-0.040178944,0.083249178,-0.171037073,-0.557901748,-0.203592869,0.167044038,-0.035921504,-0.066409663
1611,0.126620493,-0.45620573,-0.519471341,-0.40069179,-0.102499036,-0.017687092,-0.073838679,0.049073372,-0.895133272,-1.049088921,-0.740835761,-0.15659426,0.075892052,-0.116056943,-0.221027457,-0.583726298,-0.330625808,-0.418229304,-0.248968846,0.082745171,-0.082693318,0.906094819,-0.012168365,-0.198833392,-0.292160141,-0.199462056,0.041326471,-0.040178944,0.083249178,-0.171037073,-0.557901748,-0.203592869,0.167044038,-0.035921504,-0.066409663,0.768709489,0.075451848,-2.047903951,-0.46171153,1.060809723,0.099240665,-0.30081025
1612,0.049073372,-0.895133272,-1.049088921,-0.740835761,-0.15659426,0.075892052,-0.116056943,-0.221027457,-0.583726298,-0.330625808,-0.418229304,-0.248968846,0.082745171,-0.082693318,0.906094819,-0.012168365,-0.198833392,-0.292160141,-0.199462056,0.041326471,-0.040178944,0.083249178,-0.171037073,-0.557901748,-0.203592869,0.167044038,-0.035921504,-0.066409663,0.768709489,0.075451848,-2.047903951,-0.46171153,1.060809723,0.099240665,-0.30081025,1.143656364,0.310749463,-0.861986884,-0.446759249,0.100828619,0.080433879,-0.103824223
1701,-0.221027457,-0.583726298,-0.330625808,-0.418229304,-0.248968846,0.082745171,-0.082693318,0.906094819,-0.012168365,-0.198833392,-0.292160141,-0.199462056,0.041326471,-0.040178944,0.083249178,-0.171037073,-0.557901748,-0.203592869,0.167044038,-0.035921504,-0.066409663,0.768709489,0.075451848,-2.047903951,-0.46171153,1.060809723,0.099240665,-0.30081025,1.143656364,0.310749463,-0.861986884,-0.446759249,0.100828619,0.080433879,-0.103824223,0.116166393,-1.150220981,-0.452878612,-0.765876103,-1.334942941,0.015526752,-0.515050216
1702,0.906094819,-0.012168365,-0.198833392,-0.292160141,-0.199462056,0.041326471,-0.040178944,0.083249178,-0.171037073,-0.557901748,-0.203592869,0.167044038,-0.035921504,-0.066409663,0.768709489,0.075451848,-2.047903951,-0.46171153,1.060809723,0.099240665,-0.30081025,1.143656364,0.310749463,-0.861986884,-0.446759249,0.100828619,0.080433879,-0.103824223,0.116166393,-1.150220981,-0.452878612,-0.765876103,-1.334942941,0.015526752,-0.515050216,0.253857368,-0.567668603,-0.641017014,-0.101312154,-0.061928912,-0.210590576,-0.092707634
1704,0.083249178,-0.171037073,-0.557901748,-0.203592869,0.167044038,-0.035921504,-0.066409663,0.768709489,0.075451848,-2.047903951,-0.46171153,1.060809723,0.099240665,-0.30081025,1.143656364,0.310749463,-0.861986884,-0.446759249,0.100828619,0.080433879,-0.103824223,0.116166393,-1.150220981,-0.452878612,-0.765876103,-1.334942941,0.015526752,-0.515050216,0.253857368,-0.567668603,-0.641017014,-0.101312154,-0.061928912,-0.210590576,-0.092707634,0.8864456,-0.465776718,-0.988777754,-0.292940392,-0.033495384,-0.143321043,0.001632204
1705,0.768709489,0.075451848,-2.047903951,-0.46171153,1.060809723,0.099240665,-0.30081025,1.143656364,0.310749463,-0.861986884,-0.446759249,0.100828619,0.080433879,-0.103824223,0.116166393,-1.150220981,-0.452878612,-0.765876103,-1.334942941,0.015526752,-0.515050216,0.253857368,-0.567668603,-0.641017014,-0.101312154,-0.061928912,-0.210590576,-0.092707634,0.8864456,-0.465776718,-0.988777754,-0.292940392,-0.033495384,-0.143321043,0.001632204,0.188014327,-0.338237661,-0.559791432,0.030836339,0.185635744,-0.256900004,-0.037314312
1706,1.143656364,0.310749463,-0.861986884,-0.446759249,0.100828619,0.080433879,-0.103824223,0.116166393,-1.150220981,-0.452878612,-0.765876103,-1.334942941,0.015526752,-0.515050216,0.253857368,-0.567668603,-0.641017014,-0.101312154,-0.061928912,-0.210590576,-0.092707634,0.8864456,-0.465776718,-0.988777754,-0.292940392,-0.033495384,-0.143321043,0.001632204,0.188014327,-0.338237661,-0.559791432,0.030836339,0.185635744,-0.256900004,-0.037314312,-0.323576756,-0.325762853,-1.168275601,-0.424554252,-0.371283666,0.60769313,-0.429450848
1707,0.116166393,-1.150220981,-0.452878612,-0.765876103,-1.334942941,0.015526752,-0.515050216,0.253857368,-0.567668603,-0.641017014,-0.101312154,-0.061928912,-0.210590576,-0.092707634,0.8864456,-0.465776718,-0.988777754,-0.292940392,-0.033495384,-0.143321043,0.001632204,0.188014327,-0.338237661,-0.559791432,0.030836339,0.185635744,-0.256900004,-0.037314312,-0.323576756,-0.325762853,-1.168275601,-0.424554252,-0.371283666,0.60769313,-0.429450848,0.338889886,2.502979566,-0.528730479,0.011109228,1.469888076,1.120403658,-0.295372805
1708,0.253857368,-0.567668603,-0.641017014,-0.101312154,-0.061928912,-0.210590576,-0.092707634,0.8864456,-0.465776718,-0.988777754,-0.292940392,-0.033495384,-0.143321043,0.001632204,0.188014327,-0.338237661,-0.559791432,0.030836339,0.185635744,-0.256900004,-0.037314312,-0.323576756,-0.325762853,-1.168275601,-0.424554252,-0.371283666,0.60769313,-0.429450848,0.338889886,2.502979566,-0.528730479,0.011109228,1.469888076,1.120403658,-0.295372805,-0.517129733,-0.0004919,-1.039350507,0.12495591,0.291061078,0.35789688,-0.310401227
1709,0.8864456,-0.465776718,-0.988777754,-0.292940392,-0.033495384,-0.143321043,0.001632204,0.188014327,-0.338237661,-0.559791432,0.030836339,0.185635744,-0.256900004,-0.037314312,-0.323576756,-0.325762853,-1.168275601,-0.424554252,-0.371283666,0.60769313,-0.429450848,0.338889886,2.502979566,-0.528730479,0.011109228,1.469888076,1.120403658,-0.295372805,-0.517129733,-0.0004919,-1.039350507,0.12495591,0.291061078,0.35789688,-0.310401227,0.115037366,-0.704837976,-0.429960278,-0.213450965,-0.696744822,-0.211075373,-0.41644107
1710,0.188014327,-0.338237661,-0.559791432,0.030836339,0.185635744,-0.256900004,-0.037314312,-0.323576756,-0.325762853,-1.168275601,-0.424554252,-0.371283666,0.60769313,-0.429450848,0.338889886,2.502979566,-0.528730479,0.011109228,1.469888076,1.120403658,-0.295372805,-0.517129733,-0.0004919,-1.039350507,0.12495591,0.291061078,0.35789688,-0.310401227,0.115037366,-0.704837976,-0.429960278,-0.213450965,-0.696744822,-0.211075373,-0.41644107,-0.722679915,0.677961722,-1.877267536,-0.025890265,-0.372517209,0.347400901,-0.800737778
1711,-0.323576756,-0.325762853,-1.168275601,-0.424554252,-0.371283666,0.60769313,-0.429450848,0.338889886,2.502979566,-0.528730479,0.011109228,1.469888076,1.120403658,-0.295372805,-0.517129733,-0.0004919,-1.039350507,0.12495591,0.291061078,0.35789688,-0.310401227,0.115037366,-0.704837976,-0.429960278,-0.213450965,-0.696744822,-0.211075373,-0.41644107,-0.722679915,0.677961722,-1.877267536,-0.025890265,-0.372517209,0.347400901,-0.800737778,-2.337966325,-0.539516938,-1.404120112,0.816186507,1.580851901,0.875388166,-0.064149302
1712,0.338889886,2.502979566,-0.528730479,0.011109228,1.469888076,1.120403658,-0.295372805,-0.517129733,-0.0004919,-1.039350507,0.12495591,0.291061078,0.35789688,-0.310401227,0.115037366,-0.704837976,-0.429960278,-0.213450965,-0.696744822,-0.211075373,-0.41644107,-0.722679915,0.677961722,-1.877267536,-0.025890265,-0.372517209,0.347400901,-0.800737778,-2.337966325,-0.539516938,-1.404120112,0.816186507,1.580851901,0.875388166,-0.064149302,1.599530087,0.679274802,-0.04401601,0.528815127,0.658704419,-0.113157913,-0.396912261
1801,-0.517129733,-0.0004919,-1.039350507,0.12495591,0.291061078,0.35789688,-0.310401227,0.115037366,-0.704837976,-0.429960278,-0.213450965,-0.696744822,-0.211075373,-0.41644107,-0.722679915,0.677961722,-1.877267536,-0.025890265,-0.372517209,0.347400901,-0.800737778,-2.337966325,-0.539516938,-1.404120112,0.816186507,1.580851901,0.875388166,-0.064149302,1.599530087,0.679274802,-0.04401601,0.528815127,0.658704419,-0.113157913,-0.396912261,-3.549694919,-0.746372873,0.194673617,0.959355694,0.582969303,-0.415314483,-0.836191716
1802,0.115037366,-0.704837976,-0.429960278,-0.213450965,-0.696744822,-0.211075373,-0.41644107,-0.722679915,0.677961722,-1.877267536,-0.025890265,-0.372517209,0.347400901,-0.800737778,-2.337966325,-0.539516938,-1.404120112,0.816186507,1.580851901,0.875388166,-0.064149302,1.599530087,0.679274802,-0.04401601,0.528815127,0.658704419,-0.113157913,-0.396912261,-3.549694919,-0.746372873,0.194673617,0.959355694,0.582969303,-0.415314483,-0.836191716,1.481741044,0.216396551,0.596262782,0.179333544,0.202573818,0.221969756,-0.2540117
1803,-0.722679915,0.677961722,-1.877267536,-0.025890265,-0.372517209,0.347400901,-0.800737778,-2.337966325,-0.539516938,-1.404120112,0.816186507,1.580851901,0.875388166,-0.064149302,1.599530087,0.679274802,-0.04401601,0.528815127,0.658704419,-0.113157913,-0.396912261,-3.549694919,-0.746372873,0.194673617,0.959355694,0.582969303,-0.415314483,-0.836191716,1.481741044,0.216396551,0.596262782,0.179333544,0.202573818,0.221969756,-0.2540117,0.652712255,-0.475816895,0.375310156,-0.171249572,0.934047202,0.162719932,-0.102908768
1804,-2.337966325,-0.539516938,-1.404120112,0.816186507,1.580851901,0.875388166,-0.064149302,1.599530087,0.679274802,-0.04401601,0.528815127,0.658704419,-0.113157913,-0.396912261,-3.549694919,-0.746372873,0.194673617,0.959355694,0.582969303,-0.415314483,-0.836191716,1.481741044,0.216396551,0.596262782,0.179333544,0.202573818,0.221969756,-0.2540117,0.652712255,-0.475816895,0.375310156,-0.171249572,0.934047202,0.162719932,-0.102908768,0.230281974,-0.578104327,0.099616237,-0.057737887,0.122049151,-0.015353106,0.080204927
1805,1.599530087,0.679274802,-0.04401601,0.528815127,0.658704419,-0.113157913,-0.396912261,-3.549694919,-0.746372873,0.194673617,0.959355694,0.582969303,-0.415314483,-0.836191716,1.481741044,0.216396551,0.596262782,0.179333544,0.202573818,0.221969756,-0.2540117,0.652712255,-0.475816895,0.375310156,-0.171249572,0.934047202,0.162719932,-0.102908768,0.230281974,-0.578104327,0.099616237,-0.057737887,0.122049151,-0.015353106,0.080204927,1.041906698,-0.020082014,0.152231437,-0.115684861,-0.446956434,0.166485889,-0.106937082
1806,-3.549694919,-0.746372873,0.194673617,0.959355694,0.582969303,-0.415314483,-0.836191716,1.481741044,0.216396551,0.596262782,0.179333544,0.202573818,0.221969756,-0.2540117,0.652712255,-0.475816895,0.375310156,-0.171249572,0.934047202,0.162719932,-0.102908768,0.230281974,-0.578104327,0.099616237,-0.057737887,0.122049151,-0.015353106,0.080204927,1.041906698,-0.020082014,0.152231437,-0.115684861,-0.446956434,0.166485889,-0.106937082,0.755983141,-1.851639167,-1.460306718,-0.75543582,-0.743051485,-0.549590425,0.62291288
1807,1.481741044,0.216396551,0.596262782,0.179333544,0.202573818,0.221969756,-0.2540117,0.652712255,-0.475816895,0.375310156,-0.171249572,0.934047202,0.162719932,-0.102908768,0.230281974,-0.578104327,0.099616237,-0.057737887,0.122049151,-0.015353106,0.080204927,1.041906698,-0.020082014,0.152231437,-0.115684861,-0.446956434,0.166485889,-0.106937082,0.755983141,-1.851639167,-1.460306718,-0.75543582,-0.743051485,-0.549590425,0.62291288,-0.147041969,-0.858154378,-1.655495108,-0.672304486,-2.0957949,0.522736209,0.187937224
1808,0.652712255,-0.475816895,0.375310156,-0.171249572,0.934047202,0.162719932,-0.102908768,0.230281974,-0.578104327,0.099616237,-0.057737887,0.122049151,-0.015353106,0.080204927,1.041906698,-0.020082014,0.152231437,-0.115684861,-0.446956434,0.166485889,-0.106937082,0.755983141,-1.851639167,-1.460306718,-0.75543582,-0.743051485,-0.549590425,0.62291288,-0.147041969,-0.858154378,-1.655495108,-0.672304486,-2.0957949,0.522736209,0.187937224,1.056379431,-0.056846163,0.200591432,-0.25264549,-0.552701965,0.166255046,-0.069428407
1809,0.230281974,-0.578104327,0.099616237,-0.057737887,0.122049151,-0.015353106,0.080204927,1.041906698,-0.020082014,0.152231437,-0.115684861,-0.446956434,0.166485889,-0.106937082,0.755983141,-1.851639167,-1.460306718,-0.75543582,-0.743051485,-0.549590425,0.62291288,-0.147041969,-0.858154378,-1.655495108,-0.672304486,-2.0957949,0.522736209,0.187937224,1.056379431,-0.056846163,0.200591432,-0.25264549,-0.552701965,0.166255046,-0.069428407,0.669479931,-0.686210701,-1.132810423,0.147108782,-1.280396901,0.211974689,0.415399542
1810,1.041906698,-0.020082014,0.152231437,-0.115684861,-0.446956434,0.166485889,-0.106937082,0.755983141,-1.851639167,-1.460306718,-0.75543582,-0.743051485,-0.549590425,0.62291288,-0.147041969,-0.858154378,-1.655495108,-0.672304486,-2.0957949,0.522736209,0.187937224,1.056379431,-0.056846163,0.200591432,-0.25264549,-0.552701965,0.166255046,-0.069428407,0.669479931,-0.686210701,-1.132810423,0.147108782,-1.280396901,0.211974689,0.415399542,2.506110406,1.03272412,0.856013749,-0.572010076,0.023458178,0.369499779,0.073593923
1811,0.755983141,-1.851639167,-1.460306718,-0.75543582,-0.743051485,-0.549590425,0.62291288,-0.147041969,-0.858154378,-1.655495108,-0.672304486,-2.0957949,0.522736209,0.187937224,1.056379431,-0.056846163,0.200591432,-0.25264549,-0.552701965,0.166255046,-0.069428407,0.669479931,-0.686210701,-1.132810423,0.147108782,-1.280396901,0.211974689,0.415399542,2.506110406,1.03272412,0.856013749,-0.572010076,0.023458178,0.369499779,0.073593923,0.566706452,-0.23999518,-0.129822376,-0.171982111,-0.094671568,-0.109220313,-0.118666923
1812,-0.147041969,-0.858154378,-1.655495108,-0.672304486,-2.0957949,0.522736209,0.187937224,1.056379431,-0.056846163,0.200591432,-0.25264549,-0.552701965,0.166255046,-0.069428407,0.669479931,-0.686210701,-1.132810423,0.147108782,-1.280396901,0.211974689,0.415399542,2.506110406,1.03272412,0.856013749,-0.572010076,0.023458178,0.369499779,0.073593923,0.566706452,-0.23999518,-0.129822376,-0.171982111,-0.094671568,-0.109220313,-0.118666923,0.67404375,-1.122272002,-0.737248727,-1.924893992,-0.159819162,0.848029721,0.078123188
1901,1.056379431,-0.056846163,0.200591432,-0.25264549,-0.552701965,0.166255046,-0.069428407,0.669479931,-0.686210701,-1.132810423,0.147108782,-1.280396901,0.211974689,0.415399542,2.506110406,1.03272412,0.856013749,-0.572010076,0.023458178,0.369499779,0.073593923,0.566706452,-0.23999518,-0.129822376,-0.171982111,-0.094671568,-0.109220313,-0.118666923,0.67404375,-1.122272002,-0.737248727,-1.924893992,-0.159819162,0.848029721,0.078123188,1.186161339,1.166391083,-2.188423371,0.490131637,0.444484323,0.667705586,0.888437198
1902,0.669479931,-0.686210701,-1.132810423,0.147108782,-1.280396901,0.211974689,0.415399542,2.506110406,1.03272412,0.856013749,-0.572010076,0.023458178,0.369499779,0.073593923,0.566706452,-0.23999518,-0.129822376,-0.171982111,-0.094671568,-0.109220313,-0.118666923,0.67404375,-1.122272002,-0.737248727,-1.924893992,-0.159819162,0.848029721,0.078123188,1.186161339,1.166391083,-2.188423371,0.490131637,0.444484323,0.667705586,0.888437198,-2.007882871,4.109688488,0.743474391,-0.972257507,-0.059681474,-1.297334599,0.023488862
1903,2.506110406,1.03272412,0.856013749,-0.572010076,0.023458178,0.369499779,0.073593923,0.566706452,-0.23999518,-0.129822376,-0.171982111,-0.094671568,-0.109220313,-0.118666923,0.67404375,-1.122272002,-0.737248727,-1.924893992,-0.159819162,0.848029721,0.078123188,1.186161339,1.166391083,-2.188423371,0.490131637,0.444484323,0.667705586,0.888437198,-2.007882871,4.109688488,0.743474391,-0.972257507,-0.059681474,-1.297334599,0.023488862,-0.555703838,3.176760488,-0.60913684,0.544897149,-0.299290924,-0.22742201,0.773100729
1904,0.566706452,-0.23999518,-0.129822376,-0.171982111,-0.094671568,-0.109220313,-0.118666923,0.67404375,-1.122272002,-0.737248727,-1.924893992,-0.159819162,0.848029721,0.078123188,1.186161339,1.166391083,-2.188423371,0.490131637,0.444484323,0.667705586,0.888437198,-2.007882871,4.109688488,0.743474391,-0.972257507,-0.059681474,-1.297334599,0.023488862,-0.555703838,3.176760488,-0.60913684,0.544897149,-0.299290924,-0.22742201,0.773100729,-7.742295721,-1.127397529,1.215314858,-0.715899359,0.965897084,2.684159769,0.91698027
